,label,message,clean,warning,hate_ratio,classOG
9247,0,RT Keshawn Martin is soooooooooo fucking trash!!!,,This message is clean of hate speech.,0.0,1
9246,0,RT hoes Be going through depression when they dude in jail bc other females gettn told the same shit they all need to be there,,This message is clean of hate speech.,0.0,1
9245,1,"RT Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho",,WARNING: This message may contain some hate speech about a woman.,0.0,2
9244,0,"RT I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck",,This message is clean of hate speech.,0.0,1
9243,0,RT I'm avoiding commitment because these hoes ain't loyal,,This message is clean of hate speech.,0.0,1
9242,0,"RT BRUUUUUUH  Kobe, last night yelling at Dwight Howard: ""You a bitch ass n*****""? https://t.co",,This message is clean of hate speech.,0.0,1
9241,2,"RT Fam... You a faggot for kicking a field goal RT just got beat 44 to 3 in Madden""","RT Fam... You a ""homosexual"" for kicking a field goal RT just got beat 44 to 3 in Madden"".",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9240,0,"RT This would never happen at a ""non-colored"" award show http://t.co/rUJNu1l7t8",,This message is clean of hate speech.,0.0,2
9239,2,RT #2013Faves RT I aint tryna see nigger legs in a bikini ,"RT #2013Faves RT I aint tryna see ""black person"" legs in a bikini.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9238,0,RT we can't be cool if you gonna be a little bitch all the time,,This message is clean of hate speech.,0.0,1
9237,0,"RT so if her legs dont rub together that means her pwoosy is trash? ...
i just heard this.",,This message is clean of hate speech.,0.0,1
9236,0,"RT If she doesn't take it in the ass, tell the bitch you'll pass.",,This message is clean of hate speech.,0.0,1
9235,0,RT RETWEET if you fucked someone's bitch,,This message is clean of hate speech.,0.0,1
9234,1,"RT I never understood that whole pissin on a bitch trend that was going round...I like my bitches clean, mayne",,WARNING: This message may contain some hate speech about a human female.,0.0,1
9233,1,RT I just roasted a hoe,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9232,0,RT African colored car I push niggerous whips,,This message is clean of hate speech.,0.6666666666666666,0
9231,0,RT Charlie Sheen is the man lol http://t.co/FCfSbvAphh,,This message is clean of hate speech.,0.0,2
9230,0,RT ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,,This message is clean of hate speech.,0.0,1
9229,1,"RT I'm not saying she's a hoe, but she's been on more wieners than Heinz Ketchup.",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9228,0,RT We gotta get rid of trash ass Alex smith,,This message is clean of hate speech.,0.0,1
9227,2,RT What happened to the old wigga?? The gonorrhea one.,RT What happened to the old wigga?? The gonorrhea one..,WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9226,1,"RT Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv",,WARNING: This message may contain some hate speech about a black person and a human female.,0.6666666666666666,0
9225,1,RT my chink ass eyes ,,WARNING: This message may contain some hate speech about a person of chinese descent.,0.3333333333333333,1
9224,0,RT Yung berg did a bitch move ,,This message is clean of hate speech.,0.0,1
9223,1,"RT If you tell her the dick good she gone wanna try, tell her it's wack she gone wanna see for herself. A hoe gone be a h",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9222,0,RT  RT Yea I got big hands lol i'm a big bitch 5'10 lol i'm not gon have small hands ,,This message is clean of hate speech.,0.0,1
9221,0,RT Too many bitches strictly rely on their looks. Can't bring nothing to the table but 100 likes and an iPhone ,,This message is clean of hate speech.,0.0,1
9220,0,RT its like the guy that asks for your number and then says you ugly and a bitch when you say no,,This message is clean of hate speech.,0.0,1
9219,1,RT real shiit my niggah ,,WARNING: This message may contain some hate speech about a black person.,0.0,1
9218,0,RT I don't luv deez hoes at all..,,This message is clean of hate speech.,0.0,1
9217,1,RT Omg the two monkey twins had never to call another girl ugly. They got thicker mustaches then me ,,WARNING: This message may contain some hate speech about a black person and a disrespectful.,0.0,1
9216,0,RT u a bitch shorty #TURNUP #OTF,,This message is clean of hate speech.,0.0,1
9215,0,RT dont bitch then get mad when i stop trying lol,,This message is clean of hate speech.,0.3333333333333333,1
9214,1,"RT ChrisBrown a bitch 4 hittin a Woman
JayZ a bitch 4 lettin a woman hit him
bitches needa make up ya mind 
Yah want yah a",,WARNING: This message may contain some hate speech about a human female.,0.0,1
9213,0,RT When bitches say that your dick game is stupid http://t.co/cW5uOqx4DS,,This message is clean of hate speech.,0.0,1
9212,1,RT that hoe starleasha i heard she give uh nigga good ass education Lmao,,WARNING: This message may contain some hate speech about a black person and a woman.,0.3333333333333333,1
9211,0,RT bitch where u been,,This message is clean of hate speech.,0.0,1
9210,0,RT ion put shit pass a bitch,,This message is clean of hate speech.,0.0,1
9209,1,RT If you not gator you gator bait #gatornation,,WARNING: This message may contain some hate speech about a black person.,0.0,2
9208,0,"RT ""boy wat in dat bitch eatin lunch err other day""Im Tellin Ya",,This message is clean of hate speech.,0.0,1
9207,0,RT Food be good...except that rice they cook that bitch on Monday for the week + Tootsies?,,This message is clean of hate speech.,0.0,2
9206,0,RT Rough face hoes be having all the kids...Who did this to u??? + Self esteem issues.More kids  secured love.,,This message is clean of hate speech.,0.0,1
9205,0,"RT Leave ya kids unattended cause u wanna ""Turn up"" I hate u fertile hoes",,This message is clean of hate speech.,0.0,1
9204,1,RT Good pussy will make a nigga cum quick shit be over faster than a vine video,,WARNING: This message may contain some hate speech about a black person and pejorative word for female.,0.0,1
9203,0,RT It ain't nothing to  that bitch off ,,This message is clean of hate speech.,0.0,1
9202,1,"RT ""Um http://t.co/Cuue9Vvc2M"" exactly how most of these hoes twat is setup...",,WARNING: This message may contain some hate speech about an idiot or offensive person and a woman.,0.0,1
9201,2,RT I play wit pussy not these niggas,"RT I play wit ""pejorative word for female"" not these ""black person"".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
9200,2,RT Niggas be on here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea,"RT ""black person"" be on here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem ""woman"" be ea.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9199,0,RT Nun but bad bitches link up tonight #MansionElan finna go crazy,,This message is clean of hate speech.,0.0,1
9198,1,RT Any man who orders a 6 inch sandwich at Subway is a pussy bitch. #Fact,,WARNING: This message may contain some hate speech about a human female and pejorative word for female.,0.0,1
9197,0,"RT From both K. Michelle and Keyshia Cole lol ""More bitter hurt bitch music on the horizon.""",,This message is clean of hate speech.,0.0,1
9196,0,"RT If you open a cold beer and it becomes warm before you finish it, you're a bitch.",,This message is clean of hate speech.,0.0,1
9195,1,RT 9 times outta 10 a bitch gonna know if she a hoe or not,,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
9194,1,RT If you was a hoe yesterday you'll be a hoe tomorrow,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9193,1,"RT Lmao A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it",,WARNING: This message may contain some hate speech about a woman.,0.0,1
9192,0,RT She eating pussy but don't eat vegetables,,This message is clean of hate speech.,0.16666666666666666,1
9191,0,RT You hoes don't deserve the respect you ask for,,This message is clean of hate speech.,0.3333333333333333,1
9190,0,RT These hoes turn into contortionist just so u can see their ass  their smile in the same picture. Smh! It's hard work thir,,This message is clean of hate speech.,0.0,1
9189,0,RT When u love her none of them hoes matter..,,This message is clean of hate speech.,0.0,1
9188,1,"RT My anaconda don't 
My anaconda don't 
My anaconda don't 

 Want 
 None 
 Unless 
 You 
 Got 

 Bunz 

Hun",,WARNING: This message may contain some hate speech about a german.,0.0,2
9187,0,RT The hoes yall chase want me ,,This message is clean of hate speech.,0.3333333333333333,1
9186,1,RT You fuck a girl longer then 30 min  you still aint bust...she gotta busted loose ass pussy...,,WARNING: This message may contain some hate speech about a disrespectful and pejorative word for female.,0.0,1
9185,1,RT Should of been a cork sole RT why is there no cork on the WTL XI?,,WARNING: This message may contain some hate speech about a person of samoan descent.,0.0,2
9184,2,RT To be honest niggas are the biggest roaches these days.. They be with bitches just to have someone to put shit in their ,"RT To be honest ""black person"" are the biggest roaches these days.. They be with ""human female"" just to have someone to put shit in their.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
9183,0,RT Feelings are a bitch to fucking control...,,This message is clean of hate speech.,0.0,1
9182,1,RT Message to the homies...dont blow a good girl. Having hoes is childish...in the end they do nothing for you either.,,WARNING: This message may contain some hate speech about a disrespectful and a woman.,0.0,1
9181,0,RT Miami isn't a good city at all...don't believe the shit you see on TV that city is trash.,,This message is clean of hate speech.,0.0,1
9180,1,RT only a black man can make you feel inferior to a hoe with a 2.0 gpa and no future simply because she has a fat ass and,,WARNING: This message may contain some hate speech about a woman.,0.0,1
9179,1,RT redskins gonna win and thats all im saying for the night,,WARNING: This message may contain some hate speech about a native american.,0.0,2
9178,1,"RT shhhh
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho",,WARNING: This message may contain some hate speech about a woman.,0.0,2
9177,0,RT #tbt with these bitches glad I met these fucks #Friend http://t.co/NHEeCJ7ukb,,This message is clean of hate speech.,0.0,1
9176,0,RT you bitch Benito I thought I was the only one,,This message is clean of hate speech.,0.0,1
9175,0,RT nick when the men are talking sit your bitch as in the corner and listen to this grown fo,,This message is clean of hate speech.,0.0,1
9174,0,RT I held you like a baby bird..  and now you come at me like this.. These friends ain't loyal  http://t.co/WinZvfxdL8,,This message is clean of hate speech.,0.0,2
